id,title,organization,institution_code,collection_code,catalog_number,occurrence_id,idigbio_uuid,idigbio_recordset_id,type,vouchered,taxonomy,sex,creator,date_uploaded,date_modified
000367535,nlm:virtual_human_2,National Library of Medicine,nlm,,virtual_human_2,male_head_72yo,,,Biological Specimen,No,Homo sapiens,Male,Dr. Peter Raitu,2021-06-11T17:58:23Z,2021-06-11T17:58:23Z
000367178,uw:8945,"Geological Museum, University of Wyoming",uw,,8945,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T22:43:13Z,2021-06-08T22:43:13Z
000367155,uw:8918,"Geological Museum, University of Wyoming",uw,,8918,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T19:43:58Z,2021-06-08T19:43:58Z
000367010,uw:8838,"Geological Museum, University of Wyoming",uw,,8838,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T07:25:45Z,2021-06-08T07:25:45Z
000366997,uw:8834,"Geological Museum, University of Wyoming",uw,,8834,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T06:56:41Z,2021-06-08T06:56:41Z
000366990,uw:8829,"Geological Museum, University of Wyoming",uw,,8829,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T06:47:03Z,2021-06-08T06:47:03Z
000366983,uw:8826,"Geological Museum, University of Wyoming",uw,,8826,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T06:37:15Z,2021-06-08T06:37:15Z
000366972,uw:8820,"Geological Museum, University of Wyoming",uw,,8820,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T06:16:37Z,2021-06-08T06:16:37Z
000366959,uw:7320,"Geological Museum, University of Wyoming",uw,,7320,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T05:23:44Z,2021-06-08T05:23:44Z
000366952,uw:7218,"Geological Museum, University of Wyoming",uw,,7218,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T05:04:26Z,2021-06-08T05:04:26Z
000366940,uw:7209,"Geological Museum, University of Wyoming",uw,,7209,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-08T03:55:15Z,2021-06-08T03:55:16Z
000366919,uw:7194,"Geological Museum, University of Wyoming",uw,,7194,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-07T22:12:14Z,2021-06-07T22:12:14Z
000366875,uw:7174,"Geological Museum, University of Wyoming",uw,,7174,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-06T23:43:43Z,2021-06-06T23:43:43Z
000366868,uw:7112,"Geological Museum, University of Wyoming",uw,,7112,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-06T18:48:41Z,2021-06-06T18:48:41Z
000366851,usnm:544879,NMNH Paleobiology Specimen Records,usnm,,544879,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-06T07:20:08Z,2021-06-06T07:20:08Z
000366844,usnm:544815,NMNH Paleobiology Specimen Records,usnm,,544815,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-06T07:07:22Z,2021-06-06T07:07:22Z
000366836,usnm:544698,NMNH Paleobiology Specimen Records,usnm,,544698,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-05T09:33:46Z,2021-06-05T09:33:46Z
000366824,usnm:544693,NMNH Paleobiology Specimen Records,usnm,,544693,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-05T09:20:37Z,2021-06-05T09:20:37Z
000366782,usnm:540246,NMNH Paleobiology Specimen Records,usnm,,540246,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-05T07:21:30Z,2021-06-05T07:21:30Z
000366775,usnm:540206,NMNH Paleobiology Specimen Records,usnm,,540206,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-05T07:13:24Z,2021-06-05T07:13:24Z
000366763,usnm:537898,NMNH Paleobiology Specimen Records,usnm,,537898,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-05T06:59:59Z,2021-06-05T07:00:00Z
000366601,usnm:533686,NMNH Paleobiology Specimen Records,usnm,,533686,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-04T08:36:29Z,2021-06-04T08:36:29Z
000366589,usnm:533678,NMNH Paleobiology Specimen Records,usnm,,533678,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-04T08:14:21Z,2021-06-04T08:14:21Z
000366582,usnm:533672,NMNH Paleobiology Specimen Records,usnm,,533672,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-04T07:59:51Z,2021-06-04T07:59:51Z
000366575,usnm:533657,NMNH Paleobiology Specimen Records,usnm,,533657,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-04T07:42:32Z,2021-06-04T07:42:32Z
000366558,usnm:521438,NMNH Paleobiology Specimen Records,usnm,,521438,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-04T06:34:31Z,2021-06-04T06:34:31Z
000366545,usnm:493853,NMNH Paleobiology Specimen Records,usnm,,493853,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-04T04:49:52Z,2021-06-04T04:49:52Z
000366533,usnm:488336,NMNH Paleobiology Specimen Records,usnm,,488336,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-04T03:40:58Z,2021-06-04T03:40:58Z
000366305,usgs:12989,United States Geological Survey,usgs,,12989,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-03T08:52:29Z,2021-06-03T08:52:29Z
000366298,usgs:10447,United States Geological Survey,usgs,,10447,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-03T08:40:19Z,2021-06-03T08:40:19Z
000366291,usgs:9770,United States Geological Survey,usgs,,9770,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-03T08:33:48Z,2021-06-03T08:33:48Z
000366282,usgs:9683,United States Geological Survey,usgs,,9683,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-03T06:23:40Z,2021-06-03T06:23:40Z
000366270,usgs:9677,United States Geological Survey,usgs,,9677,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-03T04:32:12Z,2021-06-03T04:32:12Z
000366258,usgs:9598,United States Geological Survey,usgs,,9598,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-06-03T04:23:41Z,2021-06-03T04:23:41Z
000366240,usgs:7755,United States Geological Survey,usgs,,7755,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-03T03:13:19Z,2021-06-03T03:13:20Z
000366233,usgs:7366,United States Geological Survey,usgs,,7366,,,,Biological Specimen,Yes,Arctodontomys nuptus,,,2021-06-03T02:58:10Z,2021-06-03T02:58:10Z
000366156,usgs:7327,United States Geological Survey,usgs,,7327,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-06-02T21:34:46Z,2021-06-02T21:34:46Z
000365452,nlm:NLM:2,National Library of Medicine,nlm,,NLM:2,Harvard 02,,,Biological Specimen,No,Homo sapiens,Male,,2021-05-31T19:54:20Z,2021-05-31T20:41:23Z
000365200,usgs:6602,United States Geological Survey,usgs,,6602,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-05-25T03:06:53Z,2021-05-25T03:06:53Z
000364634,usgs:3820,United States Geological Survey,usgs,,3820,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-21T07:11:34Z,2021-05-21T07:11:34Z
000364627,usgs:3820,United States Geological Survey,usgs,,3820,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-21T06:25:20Z,2021-05-21T06:25:20Z
000364620,usgs:3804,United States Geological Survey,usgs,,3804,,,,Biological Specimen,Yes,Microsyops angustidens; Taxonomy indet.,,,2021-05-21T05:40:07Z,2021-05-21T05:40:07Z
000364606,usgs:2557,United States Geological Survey,usgs,,2557,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-21T05:00:44Z,2021-05-21T05:00:44Z
000364599,usgs:2557,United States Geological Survey,usgs,,2557,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-21T04:45:38Z,2021-05-21T04:45:38Z
000364363,dpc:1546,Duke Lemur Center Division of Fossil Primates,dpc,,1546,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-05-19T17:50:31Z,2021-05-19T17:50:31Z
000364015,dpc:1392,Duke Lemur Center Division of Fossil Primates,dpc,,1392,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-05-18T06:37:06Z,2021-05-18T06:37:06Z
000364004,dmnh:91378,Paleobotany Collection,dmnh,,91378,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-18T04:19:02Z,2021-05-18T04:19:02Z
000363962,dmnh:91287,Paleobotany Collection,dmnh,,91287,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-17T22:21:30Z,2021-05-17T22:21:30Z
000363954,dmnh:91238,Paleobotany Collection,dmnh,,91238,,,,Biological Specimen,Yes,Microsyops angustidens,,,2021-05-17T21:19:54Z,2021-05-17T21:19:54Z
000363947,dmnh:91228,Paleobotany Collection,dmnh,,91228,,,,Biological Specimen,Yes,Arctodontomys wilsoni,,,2021-05-17T21:00:31Z,2021-05-17T21:00:31Z
000361697,mcz:mamm:10691,MCZ Mammalogy,mcz,mamm,10691,,,,Biological Specimen,No,Gorilla gorilla gorilla,Female,,2021-04-30T16:04:06Z,2021-04-30T16:04:06Z
000361533,Vouchered object contributed by Jan Palfijn Anatomy Lab,Jan Palfijn Anatomy Lab,,,,,,,Biological Specimen,Yes,Pan paniscus,,,2021-04-30T13:13:39Z,2021-05-03T09:02:08Z
000359361,nlm:NLM:2,National Library of Medicine,nlm,,NLM:2,Harvard 02,,,Biological Specimen,No,Homo sapiens,Male,,2021-04-21T17:50:36Z,2021-05-31T20:39:50Z
000356489,YPM:VP:YPM VP 013832,"Vertebrate Paleontology Division, Yale Peabody Museum",YPM,VP,YPM VP 013832,urn:uuid:23b90ba5-a5d1-476d-95a9-f67fb164e570,50b1277b-bcbd-493c-934c-19243c33b855,0220907a-0463-4ae0-8a0b-77f5e80fff40,Biological Specimen,Yes,Sivapithecus sp.; Sivapithecus sivalensis,,"N. K. Aiyengar, Yale-Cambridge (North) India Expedition 1935",2021-04-10T20:07:40Z,2021-04-10T20:07:40Z
000355830,kas:166,Laboratory of Physical Anthropology,kas,,166,,,,Biological Specimen,Yes,Cercopithecus dryas,,,2021-04-09T00:16:54Z,2021-04-09T00:16:54Z
000355823,kas:163,Laboratory of Physical Anthropology,kas,,163,,,,Biological Specimen,Yes,Cercopithecus dryas,,,2021-04-08T23:45:08Z,2021-04-08T23:45:08Z
000351340,rmca:vert:11350,RMCA - Biology Collections,rmca,vert,11350,,,,Biological Specimen,Yes,Cercopithecus dryas,,,2021-03-23T08:22:15Z,2021-03-23T08:22:15Z
000348595,YPM:VP:YPM VPPU 020889,"Vertebrate Paleontology Division, Yale Peabody Museum",YPM,VP,YPM VPPU 020889,urn:uuid:6d478871-f727-4e7f-bc53-296bfa1c3bc5,98bb3d03-fdb3-43e1-877f-d996a847b575,0220907a-0463-4ae0-8a0b-77f5e80fff40,Biological Specimen,Yes,Carpodaptes hazelae; Carpodaptes hazelae,,"Kenneth D. Rose, Princeton 1970 Expedition",2021-03-09T02:57:20Z,2021-03-09T02:57:20Z
000348590,YPM:VP:YPM VPPU 020839,"Vertebrate Paleontology Division, Yale Peabody Museum",YPM,VP,YPM VPPU 020839,urn:uuid:b1a53e4d-ea90-42ca-848b-fee4b4ebf41c,59799df7-816f-4e82-9493-af13652ef168,0220907a-0463-4ae0-8a0b-77f5e80fff40,Biological Specimen,Yes,Carpodaptes hazelae,,"Kenneth D. Rose, Princeton 1970 Expedition",2021-03-09T02:40:56Z,2021-06-03T03:51:31Z
000S46198,dlc:6042f,Duke Lemur Center,dlc,,6042f,,,,Biological Specimen,Yes,Eulemur flavifrons; Eulemur flavifrons,Female,,2020-12-10T18:28:48Z,2021-01-18T20:34:19Z
000S47008,dlc:6822m,Duke Lemur Center,dlc,,6822m,,,,Biological Specimen,Yes,Eulemur flavifrons; Eulemur flavifrons,Male,,2021-01-03T12:08:18Z,2021-01-18T20:26:21Z
000S45273,dlc:6438f,Duke Lemur Center,dlc,,6438f,,,,Biological Specimen,Yes,Eulemur coronatus; Eulemur coronatus,Female,,2020-10-21T13:54:58Z,2021-01-18T20:24:20Z
000S45485,ypm:vp:025806,"Vertebrate Paleontology Division, Yale Peabody Museum",ypm,vp,025806,,,0220907a-0463-4ae0-8a0b-77f5e80fff40,Biological Specimen,Yes,Aegyptopithecus zeuxis; Aegyptopithecus zeuxis,,,2020-11-02T22:44:18Z,2021-01-18T20:14:51Z
000S45657,ummp:vp:67245,Museum of Paleontology,ummp,vp,67245,,,,Biological Specimen,Yes,Chiromyoides major; Chiromyoides major,,,2020-11-17T14:34:32Z,2021-01-18T20:07:44Z
000S45735,dlc:7034f,Duke Lemur Center,dlc,,7034f,,,,Biological Specimen,Yes,Microcebus murinus; Microcebus murinus,Female,,2020-11-19T20:57:09Z,2021-01-18T20:04:21Z
000S45869,ummp:vp:68377,Museum of Paleontology,ummp,vp,68377,,,,Biological Specimen,Yes,Chiromyoides minor; Chiromyoides minor,,,2020-11-25T19:31:22Z,2021-01-18T19:58:29Z
000S45959,dlc:2567f,Duke Lemur Center,dlc,,2567f,,,,Biological Specimen,Yes,Eulemur mongoz; Eulemur mongoz,Female,,2020-11-28T20:18:57Z,2021-01-18T19:54:53Z
000S45968,usnm:PAL720364,NMNH Extant Specimen Records,usnm,,PAL720364,,,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Anaptomorphidae indet.,,,2020-11-30T17:50:25Z,2021-06-01T19:31:31Z
000S45971,cm:vertpaleo:067854,CM Vertebrate Paleontology Collection,cm,vertpaleo,067854,urn:catalog:CM:VertPaleo:067854,ba5e35d8-feb3-447c-98aa-7069f9fe6ff9,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T18:58:47Z,2021-01-18T19:54:29Z
000S45969,cm:vertpaleo:067858,CM Vertebrate Paleontology Collection,cm,vertpaleo,067858,urn:catalog:CM:VertPaleo:067858,a12a304b-4615-45eb-841f-3c74faee8e59,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T18:19:51Z,2021-01-18T19:54:29Z
000S45972,cm:vertpaleo:070422,CM Vertebrate Paleontology Collection,cm,vertpaleo,070422,urn:catalog:CM:VertPaleo:070422,dc67e15b-01a4-4b8f-991b-301e0cc358aa,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T19:32:48Z,2021-01-18T19:54:24Z
000S45970,cm:vertpaleo:070436,CM Vertebrate Paleontology Collection,cm,vertpaleo,070436,urn:catalog:CM:VertPaleo:070436,ead60ca5-fc65-4db4-8ae9-e478d188565c,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T18:37:24Z,2021-01-18T19:54:20Z
000S45973,cm:vertpaleo:077209,CM Vertebrate Paleontology Collection,cm,vertpaleo,077209,urn:catalog:CM:VertPaleo:077209,7f6af73f-cd2e-4201-9e7f-a4fd6a150d1d,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k christopher beard & crew,2020-11-30T19:58:14Z,2021-01-18T19:54:19Z
000S45974,cm:vertpaleo:070434,CM Vertebrate Paleontology Collection,cm,vertpaleo,070434,urn:catalog:CM:VertPaleo:070434,0cf8f534-6ccf-424e-9058-322756ee7b3f,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T20:21:41Z,2021-01-18T19:54:16Z
000S45978,cm:vertpaleo:070430,CM Vertebrate Paleontology Collection,cm,vertpaleo,070430,urn:catalog:CM:VertPaleo:070430,0b12b4d6-1f3f-422b-a0da-26691cac2fc4,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T21:09:12Z,2021-01-18T19:54:01Z
000S45976,cm:vertpaleo:077212,CM Vertebrate Paleontology Collection,cm,vertpaleo,077212,urn:catalog:CM:VertPaleo:077212,e156a43d-916a-4c3f-9f66-52f10b260896,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k christopher beard & crew,2020-11-30T20:46:52Z,2021-01-18T19:54:13Z
000S45975,cm:vertpaleo:067861,CM Vertebrate Paleontology Collection,cm,vertpaleo,067861,urn:catalog:CM:VertPaleo:067861,42d36ca9-b8f9-426a-b713-648260afc3ce,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-11-30T20:35:41Z,2021-01-18T19:54:02Z
000S45979,cm:vertpaleo:073229,CM Vertebrate Paleontology Collection,cm,vertpaleo,073229,urn:catalog:CM:VertPaleo:073229,20929920-9429-43b0-a854-594385d17cb0,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew: robert fox,2020-11-30T21:23:10Z,2021-01-18T19:53:59Z
000S45982,cm:vertpaleo:077211,CM Vertebrate Paleontology Collection,cm,vertpaleo,077211,urn:catalog:CM:VertPaleo:077211,70766f4e-d790-4433-87cb-c8e1a7b75f41,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k christopher beard & crew,2020-11-30T21:34:11Z,2021-01-18T19:53:57Z
000S46023,cm:vertpaleo:070427,CM Vertebrate Paleontology Collection,cm,vertpaleo,070427,urn:catalog:CM:VertPaleo:070427,0c669c71-3afa-4c46-924c-b4b4c647bb95,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-12-01T22:02:21Z,2021-01-18T19:52:18Z
000S46024,cm:vertpaleo:070431,CM Vertebrate Paleontology Collection,cm,vertpaleo,070431,urn:catalog:CM:VertPaleo:070431,ebd667ea-474e-4398-af52-124dda5d61a0,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-12-01T22:13:44Z,2021-01-18T19:52:14Z
000S46027,cm:vertpaleo:070435,CM Vertebrate Paleontology Collection,cm,vertpaleo,070435,urn:catalog:CM:VertPaleo:070435,fc979efd-10bc-47b0-bf2b-ac47ecc80859,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-12-01T22:40:46Z,2021-01-18T19:52:08Z
000S46028,cm:vertpaleo:067856,CM Vertebrate Paleontology Collection,cm,vertpaleo,067856,urn:catalog:CM:VertPaleo:067856,8b812647-5b84-4535-a7fb-b868bafaf18f,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew: walter staples,2020-12-01T22:47:50Z,2021-01-18T19:52:04Z
000S46026,cm:vertpaleo:067860,CM Vertebrate Paleontology Collection,cm,vertpaleo,067860,urn:catalog:CM:VertPaleo:067860,f16a3380-fc1d-433d-bdae-4a4edab3a3d8,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-12-01T22:31:54Z,2021-01-18T19:52:09Z
000S46050,dlc:4525f,Duke Lemur Center,dlc,,4525f,,,,Biological Specimen,Yes,Eulemur coronatus; Eulemur coronatus,Female,,2020-12-03T02:09:06Z,2021-01-18T19:51:17Z
000S46078,dlc:5722m,Duke Lemur Center,dlc,,5722m,,,,Biological Specimen,Yes,Eulemur mongoz; Eulemur mongoz,Male,,2020-12-06T01:43:17Z,2021-01-18T19:49:58Z
000S46363,dlc:7030f,Duke Lemur Center,dlc,,7030f,,,,Biological Specimen,Yes,Microcebus murinus; Microcebus murinus,Female,,2020-12-14T00:20:53Z,2021-01-18T19:40:51Z
000S46723,dlc:5952f,Duke Lemur Center,dlc,,5952f,,,,Biological Specimen,Yes,Eulemur mongoz; Eulemur mongoz,Female,,2020-12-16T19:38:28Z,2021-01-18T19:25:43Z
000S47058,dlc:6962m,Duke Lemur Center,dlc,,6962m,,,,Biological Specimen,Yes,Propithecus coquereli; Propithecus coquereli,Male,,2021-01-05T14:46:47Z,2021-01-18T19:17:59Z
000S46938,dlc:6804m,Duke Lemur Center,dlc,,6804m,,,,Biological Specimen,Yes,Propithecus coquereli; Propithecus coquereli,Male,,2020-12-29T04:03:11Z,2021-01-18T19:15:45Z
000S46860,dlc:6398f,Duke Lemur Center,dlc,,6398f,,,,Biological Specimen,Yes,Propithecus coquereli; Propithecus coquereli,Female,,2020-12-22T18:38:02Z,2021-01-18T19:12:53Z
000S46029,cm:vertpaleo:070433,CM Vertebrate Paleontology Collection,cm,vertpaleo,070433,urn:catalog:CM:VertPaleo:070433,871fafb8-a670-4309-bffa-816e5c766786,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k c beard & crew,2020-12-01T22:55:05Z,2021-01-18T19:09:20Z
000S46025,cm:vertpaleo:077210,CM Vertebrate Paleontology Collection,cm,vertpaleo,077210,urn:catalog:CM:VertPaleo:077210,9569972b-6d69-4f4d-98bd-c699b30083bc,71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,Biological Specimen,Yes,Teilhardina magnoliana; Teilhardina magnoliana,,k christopher beard & crew,2020-12-01T22:24:33Z,2021-01-18T19:09:18Z
000S45198,dlc:6841m,Duke Lemur Center,dlc,,6841m,,,,Biological Specimen,Yes,Propithecus coquereli; Propithecus coquereli,Male,,2020-10-17T01:16:46Z,2021-01-11T04:49:36Z
000S44851,amnh:mammals:m-98286,AMNH Mammal Collections,amnh,mammals,m-98286,urn:catalog:AMNH:Mammals:M-98286,5c9d6b5f-036b-4412-a6dd-f2632523c288,cb790bee-26da-40ed-94e0-d179618f9bd4,Biological Specimen,Yes,Saguinus fuscicollis illigeri; Leontocebus fuscicollis illigeri,Male,,2020-10-03T18:14:15Z,2021-01-11T05:15:26Z
000S44850,amnh:mammals:m-42608,AMNH Mammal Collections,amnh,mammals,m-42608,urn:catalog:AMNH:Mammals:M-42608,e8e875a8-05f0-428a-87ce-9798c7f33711,cb790bee-26da-40ed-94e0-d179618f9bd4,Biological Specimen,Yes,Callithrix jacchus penicillata; Callithrix jacchus penicillata,Male,r. r. g. harris,2020-10-03T18:12:51Z,2021-01-11T05:15:27Z
000S44814,uta:Z138,Department of Anthropology,uta,Z138,"",UT Anthro:Z138:,,,Biological Specimen,Yes,Chlorocebus aethiops; Cercopithecus aethiops,,,2020-10-01T00:35:01Z,2021-01-11T05:18:03Z
000S44510,du:ea:HC628,Evolutionary Anthropology Department,du,ea,HC628,,,,Biological Specimen,Yes,Homo sapiens; Homo sapiens,,,2020-09-24T13:34:52Z,2021-01-11T05:36:05Z
000S44506,amnh:fm:17379,AMNH Vertebrate Paleontology Collection,amnh,fm,17379,,,,Biological Specimen,Yes,Nannodectes gidleyi; Nannodectes gidleyi,,,2020-09-24T02:56:19Z,2021-01-11T05:36:12Z
000S44500,dlc:2916f,Duke Lemur Center,dlc,,2916f,,,,Biological Specimen,Yes,Nycticebus coucang; Nycticebus coucang,Female,,2020-09-23T20:45:34Z,2021-01-11T05:36:52Z
000S44455,dlc:586m,Duke Lemur Center,dlc,,586m,,,,Biological Specimen,Yes,Varecia variegata; Varecia variegata,Male,,2020-09-23T13:37:12Z,2021-01-11T05:41:08Z
000S44452,dlc:2866f,Duke Lemur Center,dlc,,2866f,,,,Biological Specimen,Yes,Eulemur coronatus; Eulemur coronatus,Female,,2020-09-22T14:48:13Z,2021-01-11T05:41:22Z
000S44451,umzc:vertebrates:m.538,UMZC Zoological Specimens,umzc,vertebrates,m.538,urn:catalog:UMZC:Vertebrates:M.538,df7a0a6f-3973-431f-8f03-ee8f8d398e8c,a8413649-05d9-46da-b137-1317a709453f,Biological Specimen,Yes,Adapis parisiensis; Adapis parisiensis,,,2020-09-22T14:47:35Z,2021-01-11T05:41:25Z
000S44415,usnm:mammals:547903,NMNH Extant Specimen Records,usnm,mammals,547903,http://n2t.net/ark:/65665/3f4618524-a6a1-46c0-9073-6bf130e2609f,0f023686-a63c-441e-aa44-9cffc5414dda,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Saimiri sciureus; Saimiri sciureus,Female,collector unknown,2020-09-20T14:33:18Z,2021-01-11T05:43:25Z
000S44392,usnm:mammals:114165,NMNH Extant Specimen Records,usnm,mammals,114165,http://n2t.net/ark:/65665/38ef0db91-6c0a-42db-aac8-56515064e39c,1af7c941-15a9-4d6b-8dea-32dc27ee5cb1,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Macaca fascicularis fuscus; Macaca fascicularis fuscus,Female,w. abbott,2020-09-18T14:51:26Z,2021-01-11T05:44:46Z
000S44390,usnm:mammals:114506,NMNH Extant Specimen Records,usnm,mammals,114506,http://n2t.net/ark:/65665/39014162d-eccd-4786-9782-a76e6f44c980,5de10c8c-31a0-438e-9713-2668ae088def,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Macaca fascicularis fascicularis; Macaca fascicularis fascicularis,Male,w. abbott,2020-09-18T14:26:01Z,2021-01-11T05:45:04Z
000S44384,usnm:mammals:598485,NMNH Extant Specimen Records,usnm,mammals,598485,http://n2t.net/ark:/65665/38f60670f-4fc5-4336-aeef-7c31ec31272a,c8bc8470-622b-4549-9222-0a9b6d0f0b20,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Lophocebus albigena; Lophocebus albigena,Female,f. miller,2020-09-17T20:00:30Z,2021-01-11T05:45:25Z
000S44383,usnm:mammals:598484,NMNH Extant Specimen Records,usnm,mammals,598484,http://n2t.net/ark:/65665/391328c91-a319-405f-baa5-ddb877888cc2,457d8400-03a0-4bd2-8cc6-06b06788c443,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,Biological Specimen,Yes,Lophocebus albigena; Lophocebus albigena,Male,c. jones,2020-09-17T19:50:59Z,2021-01-11T05:45:22Z
000S44122,dlc:50m,Duke Lemur Center,dlc,,50m,,,,Biological Specimen,Yes,Carlito syrichta; Tarsius syrichta,Male,,2020-08-26T02:57:43Z,2021-01-11T05:58:52Z
000S44099,dlc:92m,Duke Lemur Center,dlc,,92m,,,,Biological Specimen,Yes,Tarsius bancanus; Cephalopachus bancanus,Male,,2020-08-23T03:40:22Z,2021-01-11T06:00:12Z
000S44091,dlc:74f,Duke Lemur Center,dlc,,74f,,,,Biological Specimen,Yes,Carlito syrichta; Tarsius syrichta,Female,,2020-08-21T15:12:42Z,2021-01-11T06:00:35Z
